Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,class_code
2,8505249,Liberty Commodities Corp,,,,East Service,Rd,105852
2,8319127,Liberty Dry Goods and Novelties,,,344,Libertad,St,105496
2,3640165,Liberty Investigation Agency,,Eleongsin Bldg,440,Rizal,Ave,108002
2,8907923,Liberty Marble & Granite Inc,,,3604B,Davila,St,107075
2,7242986,Liberty Mines Incorporated,,,82I,4th,St,107214
2,8159801,Liberty Telecoms,,Technology Centre Building,2298,Chino Roces,Ave,107338
2,3610050,Liberty Trading Company Incorporated,,,305,Rizal Extension,Ave,104698
2,8522042,Librojo and Sons Dental Clinic,,Tritan Plaza,,Paseo de Magallanes,St,105383
2,6330094,Lichel Technologies Inc,,Prestige Tower Condominium,,F Ortigas Jr,Rd,105208
2,7321766,Lieve Deheeghers Educational Center,,,158,Ma Clara,St,107961
2,9212027,Life Gospel Church,,,9,Masikap,St,105047
2,9284088,Life in Christ Ministries Incorporated,,Cabrera 1 Building,130,Timog,Ave,106948
2,6461316,Life Savings & Loan Assn Inc,,,,Gil Fernando,Ave,104662
2,6827726,Life Savings Bank,,,,Gil Fernando,Ave,104662
2,7263929,Light of Jesus Community Foundation,,,60,Chicago,St,110177
2,7210149,Light Speed Project One,,,545,Edsa,Ave,108182
2,8156059,Lights at Play,,Mc Home Depot,,Justicia,Drv,106659
2,2450151,Ligon,Renato,Datu Bareto Building,959,Ilaya,St,107399
2,4264774,Lilok Foundation Incorporated,,,31B,Mabuhay,St,110177
2,2917865,Lim,Andrew,,215,Gen D Mc Arthur,Hwy,105976
2,2450979,Lim Chin Bakery,,,1005,Juan Luna,St,104644
2,2429248,Lim Yee Wan Co Inc,,Lim Yee Wan Building,471,Q Paredes,St,106130
2,2421201,Lim Yee Wan Company Incorporated,,Lim Yee Wan Building,471,Q Paredes,St,106130
2,2455032,Lim's Textiles,,,921,C Planas,St,107399
2,9285827,Limgenco,Rosemarie S,Sm City North,,Edsa,Ave,106026
2,5517269,Limkaco Industries Inc,,,170,Ignacio,St,106879
2,8540072,Limtong Group of Companies,,,2356,J Abad Santos,Drv,107844
2,6874360,Lincolnshire Internationale Pre School,,Goldloop Twin Tower Building,,St Josemaria Escriva,Drv,107961
2,8620077,Linens International Inc,,Rmt Cmpd,,Rmt Compound,St,106671
2,7335231,Ling Nam Noodle Factory,,,616,T Alonzo,St,106441
2,7350108,Linkbelt Industrial Center,,,1003,Oroquieta,St,104850
2,7256126,Links Steel Frame Trading,,,150K,Aurora,Bvd,108207
2,5648599,Linsangan Law Office,,Linsangan Admiralty Building,1225,United Nations,Ave,111176.1
2,7338800,Linton Commercial Company Incorporated,,Alliance Building,410,Q Paredes,St,106130
2,5318657,Linzer Hardware and Construction,,,3143,New Panaderos,St,106130
2,7332770,Lion Shoe Store,,,672,Carriedo,Ave,108077
2,8441236,Lionel Lights and Lamps,,,2058,Edison,St,106599
2,7330862,Liong an Tinsmith Shop,,,1339,Soler,St,107433
2,9282065,Lions Service Foundation Incorporated,,Lions Club International Bldg,,Edsa,Ave,110177
2,8125464,Little Giant Steel Pipe Corp,,Jtkc Building,2155,Chino Roces,Ave,107698
2,9214070,Little Quiapo Restaurant and Soda Fountain,,,90,Malakas,St,105869
2,5360691,Liturgical Apostolate Center-Pddm,,,1545,F Agoncillo,St,105044
2,2548653,Liwanag Electrical Supply,,Center Mall 2,,C M Recto,Ave,105554
2,8970730,Liwayway Marketing Corp,,San Antonio Building,7464,Bagtikan,St,108189
2,8132429,Lizanne's Jewelry Inc,,Glorietta 1,,South,Drv,108153
2,7210770,Lja Marketing Company,,,,Sampaguita,St,105554
2,5366074,Ljc Equities Inc,,,1911,M Adriatico,St,104850
2,4005715,Ljc Restaurants Inc,,,1911,M Adriatico,St,106969
2,2533655,Ljl Bearing Express,,,1201A,Benavidez,St,104698
2,8711518,Llamas,Amelia,Phmc Medical Arts Building,,Alabang-Zapote,Rd,105068
2,7344649,Llave Review and Training Center,,Manufacturers Building,302,Plaza Sta Cruz,St,106973
2,6362995,Lloyd Laboratories Incorporated,,Philippine Stock Exch Ea Twr,,Exchange,Rd,107153
2,8441485,Lm Industrial Comm Ent,,Cityland Dela Rosa Condominium,7648,Dela Rosa,St,107107
2,3657998,Lo Fernando K,,,79,Rizal Extension,Ave,104698
2,2420172,Lo Ka Canvas Store,,,666,S Padilla,St,104920
2,2530275,Loadmasters Customs Services,,,1720,N Zamora,St,107529
2,2420372,Lockheed General Merchandise,,,722,S Padilla,St,106130
2,2547741,Lockwood Lumber,,,1498,G Masangkay,St,106707
2,2417268,London Bazar,,,612,C M Recto,Ave,105388
2,3637027,London Industrial Products Inc,,,65,Obudan,St,106832
2,7242987,Long Life Enterprises,,,215,N Domingo,St,107950
2,2535772,Long Life Press,,,1737,J Abad Santos,Ave,107844
2,9839423,Long Long Mfg Corp,,,7,Trinidad,St,105876
2,9845081,Loopex Packaging Products Inc,,,6052,Tatalon,St,100231
2,6387313,Lopez,Estela Gd,Philippine Stock Exch Ea Twr,,Exchange,Rd,104544
2,8907172,Lopez Law Ofc,,,,J P Rizal,St,111176.1
2,3725026,Lopez Medical X-Ray Clinic Incorporated,,Casa Bella Building,1046,Quezon,Ave,105068
2,8937797,Lopez Sugar Central Mill Company Incorporated,,Optima Realty Corporation Bldg,221,Salcedo,St,108248
2,7279328,Lord Stow's Bakery,,,,Madison,St,104644
2,8937826,Lorenz,Hennryk,Cacho-Gonzales Building,101,Aguirre,St,106224
2,2423264,Lorenzo Ruiz Academy,,San Lorenzo Ruiz Basilica,649,Ongpin,St,107961
2,7346961,Loreto House of Prayer,,Our Lady of Loreto Church,,J Figueras,St,105047
2,3610763,Lorraine Technical School,,Rosewood Building,240,M Asistio Sr,Ave,107961
2,7341160,Los Ambos Mundos Restaurant Inc,,,747,F Torres,St,106969
2,7319306,Lourdes Church,,,,Kanlaon,St,105047
2,7315127,Lourdes School,,,,Kanlaon,St,107961
2,7315159,Lourdes Schools,,,,Kanlaon,St,107961
2,8176979,Lourdes T de Arroyo Inc,,Lta Building,118,Perea,St,104850
2,7119850,Lu C K Enterprises,,,1115,Rizal,Ave,106130
2,7335327,Lua Tiong Hardware,,,662,T Alonzo,St,106130
2,6338305,Lubchem Diversified Inc,,Tycoon Centre,,Pearl,Drv,106700
2,8448156,Lubeca Marine Services,,Lubeca House,3904,Gen F MacAbulos,St,108054
2,6343161,Lucerne Jewellers,,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,106339
2,8902474,Lucero,Laureana T,,1887,Milagros,St,107961
2,2923137,Luciano Agro Services,,Waltermart Building,,Maysan,Rd,107961
2,9139772,Lucinava Garments Incorporated,,,6,J P Burgos,St,105976
2,2452491,Lucita Cordero Textile,,,950,C Planas,St,107399
2,9229605,Lucky 21 Food Products,,,21,K-3rd,St,105876
2,2817265,Ludys Dressed Chicken,,Malabon Central Market,,F Sevilla,Bvd,105026
2,8290545,Luis F Intia Architectural Mod,,,,Sta Cecilia,St,107224
2,7499638,Luk Foo International Cuisine Inc,,Puregold Bldg,,E Rodriguez Sr,Ave,106969
2,2548866,Lumbang,Cherry,,112,Escoda,St,107912
2,7252778,Lumina Skin Center Inc,,Home Studio Building,63,Connecticut,St,105390
2,8173021,Lundbeck Philippines,,Electra House Building,115,Esteban,St,104850
2,5256317,Lutong Bahay Ni Kuya Benny,,Harrison Plaza Building,,M Adriatico,St,106969
2,8981606,Luxasia Retail Corp,,Power Plant Mall,,Amorsolo,Drv,105290
2,3645692,Luxury Metal Manufacturing,,,160,A de Jesus,St,107190
2,6450162,Luyong Panciteria,,,,Gil Fernando,Ave,106969
2,8298228,Luz Facial Care Corp,,,8162B,Dr a Santos,Ave,108107
2,7411328,Luzon Convention of Sbc Inc,,,24,Kanlaon,St,105044
2,2417971,Luzon Dry Goods Co,,Gotauco Building,782,Juan Luna,St,105496
2,2447711,Luzon Merchandising Corporation,,,1018,G Masangkay,St,108248
2,7420115,Luzonian Enterprises,,,1146,A M MacEda,St,107844
2,8314973,Luztan Cottage Industrial,,,15,Don B Hernandez,Ave,105976
2,8311188,Luzvimin Employment Agency Inc,,Jennifer Building,278,Sen Gil J Puyat,Ave,105615
2,2418991,Lvl Trading,,,904,Tabora,St,105496
2,8968876,Lvv Printing Service,,,3300,Zapote,St,104784
2,8269267,Lycee D' Regis Marie College D,,,8227,Dr a Santos,Ave,107961
2,5259167,Lyceum of the Philippines,,Lyceum of the Philippines,,Calle Muralla,St,107961
2,4009408,Lydia's Lechon,,Sm City Manila,,Natividad a Lopez,St,105869
2,6719023,Lydias Lechon-Quezon City Inc,,Cathay Builders Building,,E Rodriguez Jr,Ave,106969
2,6336112,Lynx Security and Investagation Agency,,Rogen 1 Building,,Meralco,Ave,108002
2,6317058,Lynx Security and Investigation,,Rogen 2 Building,,Shaw,Bvd,108002
2,8151043,Lyric Appliances Corporation,,Glorietta 2,,West,Drv,105563
2,8503756,Lyric Piano & Organ Corp,,Festival Supermall,,Corporate,Ave,107684
2,9110731,Lzc Holdings Inc,,,10,21st,Ave,108077
2,8296742,M & H Food Corporation,,,,Dna Irenea,St,106969
2,8203246,M and H Food Corporation,,,,Dna Irenea,St,106969
2,8981452,M by Mercelles,,Power Plant Mall,,Amorsolo,Drv,106339
2,6383131,M G Oralcare Dental Clinic,,One Shangri-La Place,,Edsa,Ave,105383
2,3645954,M L Plastic Products,,MacL Building,352,M H Del Pilar,St,107725
2,8160982,M M MacHine Shop,,,6810A,A Santuico,St,107035
2,7123493,Ma Mon Luk Mami King Noodle,,,408,Quezon,Ave,106441
2,7353532,Ma Pumps & Electrical Supplies,,,539,T Alonzo,St,105554
2,8123794,Maa Consultants Inc,,Vgp Center,6772,Ayala,Ave,105778
2,2442723,Maa General Assurance Phils Inc,,Dasmarinas Corporate Center,,Dasmarinas,St,106286.1
2,8932230,Maa Phils (Bradstock),,Pearl Bank Center,146,Valero,St,106286.1
2,2889707,Mabini Home Bake Shop,,,1463,A Mabini,St,104644
2,4613627,Mabuting Pastol Credit Cooperative,,,,Pilot,Drv,105268
2,7494408,Mac Tycoon Marketing,,Pldt Mgo Building,1560,Bambang,St,107153
2,5324567,MacAmay,Aida Luz S,Tanco Bldg,2,Gen Kalentong,St,111176.1
2,7359678,MacAraig Dental Clinic,,,810,G Puyat,St,105383
2,9134163,MacAre Cardiovascular &Critical,,,67A,Gen a Luna,St,107153
2,8059881,MacAs Medical Clinic,,Ramos Building,494,Alabang-Zapote,Rd,105068
2,3630159,MacH Tools Inc,,,189,Del Monte,Ave,106130
2,8387551,MacHine Aid Tech Phils,,,,Don a Posadas,Ave,107035
2,8895979,MacOdyn Inc,,MacOdyn Building,5518,Pres S Osmena Sr,Hwy,107645
2,8523793,MacOndray and Company Incorporated,,Eurocopter Hangar,,Domestic,Rd,105797
2,2937401,MacRo Commercial Paper Products,,,,Maysan,Rd,107591
2,4211194,MacRo MacHinery and Industrial Supply Corp,,The Regalia Park,150,P Tuazon,Bvd,107570
2,8136329,MacRo Vincent Co Inc,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,106962
2,8433062,MacTelecom Corporation,,Power Realty Building,1012,A S Arnaiz,Ave,107338
2,5338525,Made 'M Printing Services Inc,,,111,Sto Rosario,St,107844
2,9134776,Made for U,,,54,Harvard,St,105606
2,3641061,Madonna Lodge,,,,Edsa,Ave,106213
2,6314439,Madrid,Antonio,,15,East Capitol,Drv,107961
2,6317554,Madrid & Associates Law Office,,Madison Suites Condominium,,Madison,St,111176.1
2,8158286,Mafre Re Compania de Reasegu,,6750 Ayala Tower,6750,Ayala,Ave,106286.1
2,7401941,Magellan Manufacturers Marketing Company,,,57,Simoun,St,106124
2,2413461,Magna Commercial,,,291,San Vicente,St,106130
2,7335738,Magnificent Marketing,,A and E Building,531,T Alonzo,St,106130
2,5232290,Magnolia-Harrison Yellow Ribbon Icy Station,,Harrison Plaza Building,,M Adriatico,St,106969
2,2821004,Magsimpan Ice Plant and Cold Storage,,,318,North Bay,Bvd,106240
2,7349036,Magsino Native Product,,,,Quezon,Bvd,106124
2,7761166,Mahatma Gandhi Educational,,,3270,Armstrong,Ave,107961
2,7333171,Mai-Hua House,,,844,Bahama,St,106969
2,9526003,Mail & More-Coa,,Coa Compd,,Don M Marcos,Ave,108151
2,9241632,Maipid Munoz and Pangilinan Dental Clinic,,Heart of the City Condominium,40,Sgt E a Esguerra,Ave,105383
2,8972098,Makati Bel Air Condo Apartment,,Makati Bel-Air Condominium,5022,P Burgos,St,105192
2,8134228,Makati Gospel Church,,Buendia Shopping Plaza,,Sen Gil Puyat,Ave,105047
2,8901842,Makati Lumber and Hardware,,,431,J P Rizal,St,106707
2,8978069,Makati Pub and Grub Corp.,,,5045,P Burgos,St,106969
2,8138888,Makati Shangrila Manila,,Shangri-La Hotel,,Ayala,Ave,106213
2,8507687,Makati Supermarket Alabang,,Alabang Town Center,,Alabang-Zapote,Rd,108259
2,8524218,Makati Transforwarder Corp,,Skyfreight Building,,Ninoy Aquino,Ave,107529
2,8982395,Make Room Furnishing,,Power Plant Mall,,Amorsolo,Drv,104710
2,8516507,Malabanan L Excavator of Pozonegro,,,309,Quirino,Ave,105696
2,5319179,Malabanan-A Excavation & Plumbing Services,,,10,Boni,Ave,107749
2,3642027,Malabon Container Corp,,,82,Pineapple,Rd,104918
2,4005876,Malate Catholic Church,,,1016,M H Del Pilar,St,105047
2,5230645,Malate Catholic School,,,1030,A Mabini,St,107961
2,5226623,Malate Pensionne,,Malate Pensionne House,1771,M Adriatico,St,104524
2,6719646,Malaya Francisco and Sanchez Law Office,,Chateau Verde Condominium,,E Rodriguez Jr,Ave,111176.1
2,8997492,Malaya Lumber & Const Supply,,,,Jupiter,St,105554
2,8055218,Malayan Bank,,,,Pilar,Rd,104662
2,8934283,Malayan Bank Savings and Mortgage Bank,,Majalco Building,104,Benavidez,St,104662
2,2424193,Malayan Construction Supply Co,,,751,Camba,St,106458
2,8938346,Malayan Industrial Clinic,,Makati Medical Center,2,Amorsolo,St,105068
2,9129367,Malayan Insurance Co Inc,,Aurora Tower Building,,Aurora,Bvd,106286.1
2,6415098,Malayan Savings and Mortgage Bank,,,,M H Del Pilar,St,104662
2,9845399,Malinta East Foods Corporation,,,144A,Paso de Blas,St,106969
2,3720878,Malupa Enterprises Corporation,,Anita Building,1300,Quezon,Ave,202000000000
2,8127552,Mamaril Arca & Associates,,Cityland Condominium 10 Twr 2,154,H v Dela Costa,St,111176.1
2,8260410,Man Great Security Agency Corp,,Azalea Building,8262,Dr a Santos,Ave,108002
2,6312827,Manalang,Enrique,Strata 100,,F Ortigas Jr,Rd,104544
2,7414113,Manalos MacHine Shop,,,,Calavite,St,107035
2,5277484,Mananzan's Handicrafts,,,8,Sta Clara,St,106124
2,6338359,Manas Dental Clinic,,Amberland Plaza Condominium,,Dna Julia Vargas,Ave,105383
2,9123835,Manchem Marketing Incorporated,,,38,New York,St,105753
2,2418646,Manco Footwear,,,794,Ilaya,St,108077
2,2418563,Manco McM Trading,,,624,M de Santos,St,108077
2,7159902,Mandalay Tourist Hotel Incorporated,,Gardenia Terrace Hotel,4550,Old Sta Mesa,St,107244
2,5318192,Mandaluyong Ice Plant,,Mandaluyong Ice Plant,103,Shaw,Bvd,106240
2,5316196,Mandaluyong Lumber,,,137,Haig,St,106130
2,3748327,Mandarin Security Agency,,,52,San Pedro Bautista,St,108002
2,2433022,Manglicmot,Sabino M,Pmi College,419,W Burke,St,107961
2,2911869,Manguiat,Marianita Teresa,Feliza Building,,Gen D Mc Arthur,Hwy,105068
2,6450248,Manhattan Motor Service,,,,Amang Rodriguez,Ave,107261
2,2771781,Manhattan Rubber & Plastic Mfg,,,48,Gov I Santiago,St,107022
2,2410669,Manila Acrylic Center,,,623,Condesa,St,107725
2,8174158,Manila Adjusters & Surveyors Company,,Philam Building,100,Don C Palanca Jr,St,104397
2,5259065,Manila Apartelle,,Manila Manor Hotel,1660,J Bocobo,St,104524
2,8725980,Manila Bank,,Pelayo Compound,,Pelayo,St,104662
2,8193460,Manila Bankers Life Insurance,,Tmbc Building,6772,Ayala,Ave,106286.1
2,5257892,Manila Baptist Church,,,1301,Leon Guinto,St,105047
2,2562033,Manila Bed Company,,,1635,J Abad Santos,Ave,104706
2,2523921,Manila Cathedral School,,,287,Tayuman,St,107961
2,2429958,Manila Chinese Baptist Church,,,554,T Pinpin,St,105047
2,9418817,Manila Electric Company,,,,Bayan-Bayanan,Ave,105529
2,7438583,Manila Eye Specialists,,,1238,A H Lacson,Ave,108344
2,6337111,Manila Galleria Suites Hotel,,Robinsons Equitable Tower,,Adb,Ave,106213
2,6336039,Manila Hearing Aid Center,,Sm Megamall B,,Edsa,Ave,106153
2,2884354,Manila Hjr Marketing Corporation,,,,Dagat-Dagatan,Ave,105876
2,7167801,Manila International Inn Corporation,,,4547,Valenzuela,St,107244
2,5273625,Manila International Recruitment Services Inc,,,954,Pres E P Quirino,Ave,105615
2,8401522,Manila Japanese School,,Manila Japanese School,,University Parkway,Ave,107961
2,5256792,Manila Junior Chamber of Commerce,,Manila Jaycees Building,,Arquiza,St,105006
2,6462092,Manila Merchants Food Industries Incorporated,,,,Shoe,Ave,106969
2,7333330,Manila Patriotic School,,,711,T Mapua,St,107961
2,5261212,Manila Pavilion Hotel,,,,United Nations,Ave,106213
2,8134342,Manila Reinsurance Brokers Corp,,I Care Building,167,Legazpi,St,106290
2,8130751,Manila Reinsurance Brokers Corporation,,I Care Building,167,Legazpi,St,106290
2,2412075,Manila Review Center,,Pacific Land and Building Corp,460,Q Paredes,St,107961
2,7350112,Manila Review Institute Incorporated,,Consuelo Building,929,N Reyes,St,106973
2,8923232,Manila Royal Hotel,,,,Edsa,Ave,106213
2,5259191,Manila Sanitarium and Hospital and School of Medical Arts,,,1975,Donada,St,106202
2,4005617,Manila Sanitarium Hospital,,,1975,Donada,St,107961
2,2441125,Manila Textile Market Incorporated,,Manila Textile Building,1087,Soler,St,107399
2,7141583,Manila Theological College,,,478,Mangga,Ave,107961
2,5218678,Manila Transworld Carriers Incorporated,,Ermita Center,1350,Pres M a Roxas,Bvd,106913
2,7330328,Manila United Electrical Supply Incorporated,,,552,Ronquillo,St,105554
2,7330325,Manila United Service and Electrical Supply Incorporated,,,552,Ronquillo,St,105554
2,2441972,Manila Women's Vocational School,,Ymca Building,945,S Padilla,St,107961
2,8969300,Manila Wood Veneer Supplies,,,1120,J P Rizal,St,106844
2,8074567,Manipes,Nomerlito C,Bf Commercial Center,,J Cabarrus,St,107297
2,2935477,Manly Plastics Inc,,,404,M H Del Pilar,St,107725
2,8900191,Manpower Resources of Asia,,Pryce Center,1179,Chino Roces,Ave,106913
2,8429918,Manresa School,,,,Candida Maria,St,107961
2,9275848,Mansfield International Incorporated,,,,Congressional,Ave,105976
2,2419347,Mantex Enterprises,,Yangco Market,781,Ilaya,St,107399
2,8992043,Manuel C Cases Jr and Associates,,Metropolitan Terraces,,Metropolitan,Ave,111176.1
2,9139620,Manukan Country,,Fiesta Carnival,,Times Square,Ave,106969
2,2414345,Manzo,Sergio R,Madrigal Building,,Escolta,St,111176.1
2,2422461,Mapa Enterprises Incorporated,,Federal Tower,,Dasmarinas,St,100365
2,8748644,Mapex Hardware and Dental Supply,,Las Pinas Commercial Complex,,Alabang-Zapote,Rd,106130
2,8133468,Mapfre Insular Insurance Corporation,,Citibank Tower,,Valero,St,106286.1
2,6451069,Mar de Las Armas Gravel and Sand,,,,Amang Rodriguez,Ave,106130
2,2910807,Mar Employment for Good Services Inc,,Jem Building,,Maysan,Rd,105615
2,8315945,Marasigan Bakery and Grocery,,Eam Building,,6th,St,104644
2,6327621,Marble Line Sales Corporation,,Shaw Center,104,Shaw,Bvd,107075
2,5322348,Marby Bakeshop,,,6,Buenviaje,St,104644
2,8079367,Marcbilt Construction Inc,,Richville Corporate Tower,1107,Alabang-Zapote,Rd,105235
2,8896763,Marcelino Skin Clinic,,Medical Plaza Makati,,Amorsolo,St,108107
2,3654542,Marcelo,Anastacio P,Aurelio Building 2,,Rizal Extension,Ave,111176.1
2,8405111,Marco Polo Hotel,,Adamson Center Building,121,L P Leviste,St,106213
2,7332778,Mardy's Shoe Store,,,674,Carriedo,Ave,108077
2,2414562,Maria Carla Beauty Salon,,Calvo Building,266,Escolta,St,104700
2,6471270,Maria Lena Buhay Memorial Foundation Incorporated,,,,Starline,Rd,107961
2,8953846,Maria Lourdes Maternity Hosp,,,1076,Chino Roces,Ave,106202
2,8094823,Maria Montessori Foundation Inc,,,,Caimito,Drv,107961
2,6827830,Maria Regina Polyclinic,,,,J P Rizal,St,105068
2,9396358,Marian Laundry Inc,,,,Aries,St,105495
2,9420533,Marian Missionaries of the Holy Cross,,,,L K Santos,St,106948
2,9388476,Marian School of Quezon City,,,197,Sauyo,Rd,107961
2,2423144,Mariano Sack Store,,Chua Kaw and Sons Building,713,Asuncion,St,107912
2,8871348,Maribago Bluewater Beach Resort,,Cityland Herrera Tower,98,V a Rufino,St,106962
2,8167161,Maricalum Mining Corporation,,Manila Memorial Building,2283,Chino Roces,Ave,107214
2,6461781,Marikina Catholic Church,,,,J P Rizal,St,105047
2,9988229,Marikina Christian Integrated School,,,,Rainbow,St,107961
2,9417129,Marikina Food Corporation,,,3,Champaca,St,106441
2,9488468,Marikina Iemelif Church,,,,A Bonifacio,Ave,105047
2,6822975,Marikina Vendors Dev Coop Inc,,,,W C Dela Paz,St,105268
2,9414692,Marikit Lumber and Hardware,,,651,J P Rizal,St,106707
2,6453630,Marikit-Na Restaurant Corp,,,,Gil Fernando,Ave,106969
2,9269844,Marilag Bus and Industrial Service Incorporated,,A Francisco Gold Condominium 2,784,Edsa,Ave,108001
2,9297270,Marilag Business and Industrial Services Incorporated,,Francisco Gold Condo,784,Edsa,Ave,108001
2,8797769,Marina Bayhomes Condominium Corporation,,,,Roxas,Bvd,105192
2,5214311,Marina Royale Lodge,,,15,San Juan,St,107244
2,5279054,Marine Technology Foundation,,,,A Soriano Jr,Ave,105664
2,3720360,Mario's Restaurant,,,191,Tomas Morato,Ave,106969
2,2937522,Mariobella Manpower Specialist,,Dulata Building,,Maysan,Rd,105615
2,3721194,Marisan Handicrafts,,Marisa Building,48,West,Ave,106124
2,9414335,Marist College Incorporated,,,,Marist,St,107961
2,7235859,Maristella Find Jewelry,,Shoppesville Shopping Center,,Ortigas,Ave,106339
2,8864121,Market Brigdes Philippines Inc,,Fedman Suites,199,Salcedo,St,107107
2,6313553,Market Corporation of the Philippines,,,606,Shaw,Bvd,104850
2,8054876,Marketing Solutions Inc,,,888,M Alvarez,Ave,107566
2,7330975,Marland Cakes and Pastries,,,705,T Alonzo,St,104644
2,8101174,Marquez L G Co,,National Life Insurance Bldg,6762,Ayala,Ave,104531
2,4264206,Marriage Encounter Foundationof the Phil,,Cefam Building,,Katipunan,Ave,110177
2,3731324,Marriott School,,,49,Santiago,St,107961
2,8221959,Mars Laboratory Instruments,,,,Danzig,St,106587
2,2442149,Marshalltown Sales,,Martinez Building,,Dasmarinas,St,104850
2,5515015,Marti Insurance,,,2643,Taft,Ave,106286.1
2,2872354,Martinez Memorial Colleges,,,,P Zamora,St,107961
2,2884574,Martinez Memorial Hospital,,Martinez Memorial College,198,A Mabini,St,106202
2,8120391,Maruka Enterprises Inc,,La Fuerza Plaza 1,2241,Chino Roces,Ave,105609
2,2916030,Marulas Industrial Corporation,,,141,Gen D Mc Arthur,Hwy,107725
2,8421242,Mary Cause of Our Joy School,,,,Soldiers Hills Village,St,107961
2,7355437,Mary Chiles General Hospital,,,667,F T Dalupan Sr,St,106202
2,6713928,Mary Immaculate Hospital,,,,E Rodriguez Jr,Ave,106202
2,8055080,Mary Immaculate Parish Special School,,,,Avocado,Drv,107961
2,5215261,Mary Jo Publishing House Inc,,,749C,Solana,St,107844
2,2411456,Mary Johnston Hospital Inc,,Mary Johnston Hospital,1221,J Nolasco,St,106202
2,8834332,Mary Mirror of Justice Parish,,,248,Anahaw,St,105047
2,8739287,Mary Mother of Church Sis,,Mary Mother Parish Church,,Capitoline Hill,St,105047
2,8614515,Mary Mother of God Parochial School,,,,National,Rd,107961
2,7212695,Maryhill School of Theology,,,13,13th,St,107961
2,8075175,Marymount School,,Mary Mount School,,J Villaroman,St,107961
2,8891818,Maseca Enterprises,,,1757,Gen E Evangelista,St,108263
2,8907078,Massfi Finance Office,,San Carlos Seminary,,Edsa,Ave,106948
2,2429328,Master Business MacHines Corporation,,S Padilla Building,435,Nueva,St,106517
2,5233603,Master Container Lines Phils Inc,,S & L Building,1500,Pres M a Roxas,Bvd,105917
2,8503959,Master Sport (Mizuno),,Festival Supermall,,Corporate,Ave,108163
2,7723149,Masterline Interior Center (Lasedia),,Festival Supermall,,Corporate,Ave,105944
2,8193080,Matabungkay Beach Resort & Hotel,,Lpl Tower,112,Legazpi,St,106962
2,5624048,Matanguihan,Felix C,Sta Ana Public Market,,Pedro Gil,St,106969
2,3646339,Mater Carmeli School,,,288,D Tuazon,St,107961
2,8902949,Matgalne Restaurant,,Shulton Building,4768,Kalayaan,Ave,105876
2,5514956,Maunlad Trans Inc,,Rtj Bldg,3681,Bautista,St,106913
2,8972065,Max Restaurant Incorporated,,Max's Building,70,Jupiter,St,106969
2,6359980,Max's Ermita Inc,,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,105885
2,8195156,Max's Restaurant,,Greenbelt 1 Mall,,Greenbelt,Drv,105885
2,7336495,Maxs Cafe & Panciteria,,,967,Ongpin,St,105869
2,3710584,Maxson Hardware Incorporated,,,32,Miller,St,106130
2,8921185,Maya Kitchen,,Liberty Building,835,A S Arnaiz,Ave,107963
2,2928588,Mayer Steel Pipe Corporation,,,,T Santiago,St,107704
2,3720928,Mayland Construction and Electrical Supply Incorporated,,,13,Lincoln,St,105554
2,7146617,Maynila Pension Loans Corporation,,Jmj Building,3624,P Sanchez,St,106684
2,3719977,Mayon Consolidated Inc,,,91,Panay,Ave,104436
2,7335321,Mayon Electrical Supplies,,,685,T Alonzo,St,105554
2,7214398,Mayon Security Agency,,,704,Aurora,Bvd,108002
2,8442807,Mba Urethane Products Contractor,,Marisan Arcade,2943,Gen G H Del Pilar,St,105383
2,8154759,Mc Home Depot (Fort Bonifacio) Incorporated,,Mc Home Depot,,Justicia,Drv,106130
2,8525556,Mc Philips Food Industries Incorporated,,,,Roxas,Bvd,106969
2,9120945,McDonalds Philippines,,Ali Mall 2,,Gen Romulo,Ave,106969
2,8189468,McGeorge Food Industries Inc,,The Landmark,,Makati,Ave,106969
2,3630275,McMaster Polymer Industries,,,152C,9th,Ave,107715
2,2935681,McMer Corporation,,,259,Gen D Mc Arthur,Hwy,105026
2,8111753,McS Tower Condominium Unit Owners' Association Inc,,Makati Cinema Square,1110,Chino Roces,Ave,105192
2,6387232,Meadow Brands Philippine Industries,,Robinsons Equitable Tower,,Adb,Ave,106543
2,8450730,Mechanical Handling Equipment,,Cityland Herrera Tower,98,V a Rufino,St,107120
2,8860333,Medi Marketing Incorporated,,Equitable Bank Tower,8751,Paseo de Roxas,Ave,107891
2,4269765,Medi-Rx Inc,,,11,Mindanao,Ave,108379
2,8113085,Media Representatives Inc,,Corinthian Plaza,121,Paseo de Roxas,Ave,107891
2,5238131,Medical Center Manila,,,1122,Gen a Luna,St,106202
2,8261928,Medical Center Paranaque,,,,Dr a Santos,Ave,106202
2,8166350,Medical Test Systems Inc,,Dao 1 Building,189,Salcedo,St,105068
2,7217237,Medicare Laboratories,,,704,Aurora,Bvd,105489
2,5266079,Mediscan Diagnostic Center,,West East Center,1336,Taft,Ave,105068
2,7221062,Mega Paint and Coating Corporation,,,745,Aurora,Bvd,107579
